"","type","home_team","away_team","week","season","home_score.x","away_score.x","winner","home_winner","away_winner","home_conference","home_division","away_conference","away_division","conference_game","division_game","year","month","day","away_score.y","temperature","wind_chill","humidity","wind_mph","weather","latitude","longitude","Capacity","Field","Elevation","margin_of_victory"
"1899","reg","DEN","HOU",7,2016,27,9,"DEN",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"16","10","24",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,18
"1900","reg","TEN","JAX",8,2016,36,22,"TEN",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"16","10","27",NA,NA,NA,NA,NA,NA,36.166461,-86.771289,69143,"Grass",597,14
"1901","reg","CIN","WAS",8,2016,27,27,"TIE",FALSE,FALSE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,39.095442,-84.516039,65515,"Turf",482,0
"1902","reg","IND","KC",8,2016,14,30,"KC",FALSE,TRUE,"AFC","AFC South","AFC","AFC West",TRUE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,39.760056,-86.163806,63000,"Turf",715,16
"1903","reg","CAR","ARI",8,2016,30,20,"CAR",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,35.225808,-80.852861,73778,"Grass",761,10
"1904","reg","TB","OAK",8,2016,24,30,"OAK",FALSE,TRUE,"NFC","NFC South","AFC","AFC West",FALSE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,6
"1905","reg","NO","SEA",8,2016,25,20,"NO",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,29.950931,-90.081364,76468,"Turf",-1,5
"1906","reg","HOU","DET",8,2016,20,13,"HOU",TRUE,FALSE,"AFC","AFC South","NFC","NFC North",FALSE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,29.684781,-95.410956,71500,"Grass",105,7
"1907","reg","BUF","NE",8,2016,25,41,"NE",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"16","10","30",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,16
"1908","reg","CLE","NYJ",8,2016,28,31,"NYJ",FALSE,TRUE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,3
"1909","reg","DEN","LAC",8,2016,27,19,"DEN",TRUE,FALSE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"16","10","30",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,8
"1910","reg","ATL","GB",8,2016,33,32,"ATL",TRUE,FALSE,"NFC","NFC South","NFC","NFC North",TRUE,FALSE,"16","10","30",NA,NA,NA,NA,NA,NA,33.757614,-84.400972,71000,"Turf",1050,1
"1911","reg","DAL","PHI",8,2016,29,23,"DAL",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","10","30",NA,NA,NA,NA,NA,NA,32.747778,-97.092778,80000,"Turf",604,6
"1912","reg","CHI","MIN",8,2016,20,10,"CHI",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"16","10","31",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,10
"1913","reg","TB","ATL",9,2016,28,43,"ATL",FALSE,TRUE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"16","11","03",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,15
"1914","reg","MIN","DET",9,2016,16,22,"DET",FALSE,TRUE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"16","11","06",NA,NA,NA,NA,NA,NA,44.973881,-93.258094,66200,"Turf",830,6
"1915","reg","NYG","PHI",9,2016,28,23,"NYG",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","11","06",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,5
"1916","reg","MIA","NYJ",9,2016,27,23,"MIA",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"16","11","06",NA,NA,NA,NA,NA,NA,25.957919,-80.238842,65326,"Grass",7,4
"1917","reg","KC","JAX",9,2016,19,14,"KC",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,5
"1918","reg","CLE","DAL",9,2016,10,35,"DAL",FALSE,TRUE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,25
"1919","reg","BAL","PIT",9,2016,21,14,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","11","06",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,7
"1920","reg","SF","NO",9,2016,23,41,"NO",FALSE,TRUE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,37.713486,-122.386256,68500,"Grass",52,18
"1921","reg","LA","CAR",9,2016,10,13,"CAR",FALSE,TRUE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,38.632975,-90.188547,77500,"Grass",285,3
"1922","reg","GB","IND",9,2016,26,31,"IND",FALSE,TRUE,"NFC","NFC North","AFC","AFC South",FALSE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,44.501306,-88.062167,80735,"Grass",581,5
"1923","reg","LAC","TEN",9,2016,43,35,"LAC",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"16","11","06",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,8
"1924","reg","OAK","DEN",9,2016,30,20,"OAK",TRUE,FALSE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"16","11","06",NA,NA,NA,NA,NA,NA,37.751411,-122.200889,53250,"Grass",43,10
"1925","reg","SEA","BUF",9,2016,31,25,"SEA",TRUE,FALSE,"NFC","NFC West","AFC","AFC East",FALSE,FALSE,"16","11","07",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,6
"1926","reg","BAL","CLE",10,2016,28,7,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","11","10",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,21
"1927","reg","JAX","HOU",10,2016,21,24,"HOU",FALSE,TRUE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"16","11","13",NA,NA,NA,NA,NA,NA,30.323925,-81.637356,67264,"Grass",16,3
"1928","reg","NO","DEN",10,2016,23,25,"DEN",FALSE,TRUE,"NFC","NFC South","AFC","AFC West",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,29.950931,-90.081364,76468,"Turf",-1,2
"1929","reg","NYJ","LA",10,2016,6,9,"LA",FALSE,TRUE,"AFC","AFC East","NFC","NFC West",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,3
"1930","reg","PHI","ATL",10,2016,24,15,"PHI",TRUE,FALSE,"NFC","NFC East","NFC","NFC South",TRUE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,9
"1931","reg","CAR","KC",10,2016,17,20,"KC",FALSE,TRUE,"NFC","NFC South","AFC","AFC West",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,35.225808,-80.852861,73778,"Grass",761,3
"1932","reg","TB","CHI",10,2016,36,10,"TB",TRUE,FALSE,"NFC","NFC South","NFC","NFC North",TRUE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,26
"1933","reg","WAS","MIN",10,2016,26,20,"WAS",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,6
"1934","reg","TEN","GB",10,2016,47,25,"TEN",TRUE,FALSE,"AFC","AFC South","NFC","NFC North",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,36.166461,-86.771289,69143,"Grass",597,22
"1935","reg","LAC","MIA",10,2016,24,31,"MIA",FALSE,TRUE,"AFC","AFC West","AFC","AFC East",TRUE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,7
"1936","reg","ARI","SF",10,2016,23,20,"ARI",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"16","11","13",NA,NA,NA,NA,NA,NA,33.5277,-112.262608,63400,"Grass",1152,3
"1937","reg","PIT","DAL",10,2016,30,35,"DAL",FALSE,TRUE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,40.446786,-80.015761,65500,"Grass",1371,5
"1938","reg","NE","SEA",10,2016,24,31,"SEA",FALSE,TRUE,"AFC","AFC East","NFC","NFC West",FALSE,FALSE,"16","11","13",NA,NA,NA,NA,NA,NA,42.090925,-71.26435,68756,"Turf",289,7
"1939","reg","NYG","CIN",10,2016,21,20,"NYG",TRUE,FALSE,"NFC","NFC East","AFC","AFC North",FALSE,FALSE,"16","11","14",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,1
"1940","reg","CAR","NO",11,2016,23,20,"CAR",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"16","11","17",NA,NA,NA,NA,NA,NA,35.225808,-80.852861,73778,"Grass",761,3
"1941","reg","CLE","PIT",11,2016,9,24,"PIT",FALSE,TRUE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","11","20",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,15
"1942","reg","DAL","BAL",11,2016,27,17,"DAL",TRUE,FALSE,"NFC","NFC East","AFC","AFC North",FALSE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,32.747778,-97.092778,80000,"Turf",604,10
"1943","reg","DET","JAX",11,2016,26,19,"DET",TRUE,FALSE,"NFC","NFC North","AFC","AFC South",FALSE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,42.340156,-83.045808,65000,"Turf",656,7
"1944","reg","IND","TEN",11,2016,24,17,"IND",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"16","11","20",NA,NA,NA,NA,NA,NA,39.760056,-86.163806,63000,"Turf",715,7
"1945","reg","CIN","BUF",11,2016,12,16,"BUF",FALSE,TRUE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,39.095442,-84.516039,65515,"Turf",482,4
"1946","reg","KC","TB",11,2016,17,19,"TB",FALSE,TRUE,"AFC","AFC West","NFC","NFC South",FALSE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,2
"1947","reg","NYG","CHI",11,2016,22,16,"NYG",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,6
"1948","reg","MIN","ARI",11,2016,30,24,"MIN",TRUE,FALSE,"NFC","NFC North","NFC","NFC West",TRUE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,44.973881,-93.258094,66200,"Turf",830,6
"1949","reg","LA","MIA",11,2016,10,14,"MIA",FALSE,TRUE,"NFC","NFC West","AFC","AFC East",FALSE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,38.632975,-90.188547,77500,"Grass",285,4
"1950","reg","SF","NE",11,2016,17,30,"NE",FALSE,TRUE,"NFC","NFC West","AFC","AFC East",FALSE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,37.713486,-122.386256,68500,"Grass",52,13
"1951","reg","SEA","PHI",11,2016,26,15,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC East",TRUE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,11
"1952","reg","WAS","GB",11,2016,42,24,"WAS",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"16","11","20",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,18
"1953","reg","OAK","HOU",11,2016,27,20,"OAK",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"16","11","21",NA,NA,NA,NA,NA,NA,37.751411,-122.200889,53250,"Grass",43,7
"1954","reg","DET","MIN",12,2016,16,13,"DET",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"16","11","24",NA,NA,NA,NA,NA,NA,42.340156,-83.045808,65000,"Turf",656,3
"1955","reg","DAL","WAS",12,2016,31,26,"DAL",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","11","24",NA,NA,NA,NA,NA,NA,32.747778,-97.092778,80000,"Turf",604,5
"1956","reg","IND","PIT",12,2016,7,28,"PIT",FALSE,TRUE,"AFC","AFC South","AFC","AFC North",TRUE,FALSE,"16","11","24",NA,NA,NA,NA,NA,NA,39.760056,-86.163806,63000,"Turf",715,21
"1957","reg","CHI","TEN",12,2016,21,27,"TEN",FALSE,TRUE,"NFC","NFC North","AFC","AFC South",FALSE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,6
"1958","reg","BUF","JAX",12,2016,28,21,"BUF",TRUE,FALSE,"AFC","AFC East","AFC","AFC South",TRUE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,7
"1959","reg","BAL","CIN",12,2016,19,14,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","11","27",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,5
"1960","reg","ATL","ARI",12,2016,38,19,"ATL",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,33.757614,-84.400972,71000,"Turf",1050,19
"1961","reg","CLE","NYG",12,2016,13,27,"NYG",FALSE,TRUE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,14
"1962","reg","NO","LA",12,2016,49,21,"NO",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,29.950931,-90.081364,76468,"Turf",-1,28
"1963","reg","MIA","SF",12,2016,31,24,"MIA",TRUE,FALSE,"AFC","AFC East","NFC","NFC West",FALSE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,25.957919,-80.238842,65326,"Grass",7,7
"1964","reg","HOU","LAC",12,2016,13,21,"LAC",FALSE,TRUE,"AFC","AFC South","AFC","AFC West",TRUE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,29.684781,-95.410956,71500,"Grass",105,8
"1965","reg","TB","SEA",12,2016,14,5,"TB",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,9
"1966","reg","NYJ","NE",12,2016,17,22,"NE",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"16","11","27",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,5
"1967","reg","OAK","CAR",12,2016,35,32,"OAK",TRUE,FALSE,"AFC","AFC West","NFC","NFC South",FALSE,FALSE,"16","11","27",NA,NA,NA,NA,NA,NA,37.751411,-122.200889,53250,"Grass",43,3
"1968","reg","DEN","KC",12,2016,27,30,"KC",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"16","11","27",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,3
"1969","reg","PHI","GB",12,2016,13,27,"GB",FALSE,TRUE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"16","11","28",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,14
"1970","reg","MIN","DAL",13,2016,15,17,"DAL",FALSE,TRUE,"NFC","NFC North","NFC","NFC East",TRUE,FALSE,"16","12","01",NA,NA,NA,NA,NA,NA,44.973881,-93.258094,66200,"Turf",830,2
"1971","reg","ATL","KC",13,2016,28,29,"KC",FALSE,TRUE,"NFC","NFC South","AFC","AFC West",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,33.757614,-84.400972,71000,"Turf",1050,1
"1972","reg","NO","DET",13,2016,13,28,"DET",FALSE,TRUE,"NFC","NFC South","NFC","NFC North",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,29.950931,-90.081364,76468,"Turf",-1,15
"1973","reg","NE","LA",13,2016,26,10,"NE",TRUE,FALSE,"AFC","AFC East","NFC","NFC West",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,42.090925,-71.26435,68756,"Turf",289,16
"1974","reg","JAX","DEN",13,2016,10,20,"DEN",FALSE,TRUE,"AFC","AFC South","AFC","AFC West",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,30.323925,-81.637356,67264,"Grass",16,10
"1975","reg","GB","HOU",13,2016,21,13,"GB",TRUE,FALSE,"NFC","NFC North","AFC","AFC South",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,44.501306,-88.062167,80735,"Grass",581,8
"1976","reg","CIN","PHI",13,2016,32,14,"CIN",TRUE,FALSE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,39.095442,-84.516039,65515,"Turf",482,18
"1977","reg","BAL","MIA",13,2016,38,6,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,32
"1978","reg","CHI","SF",13,2016,26,6,"CHI",TRUE,FALSE,"NFC","NFC North","NFC","NFC West",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,20
"1979","reg","OAK","BUF",13,2016,38,24,"OAK",TRUE,FALSE,"AFC","AFC West","AFC","AFC East",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,37.751411,-122.200889,53250,"Grass",43,14
"1980","reg","PIT","NYG",13,2016,24,14,"PIT",TRUE,FALSE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,40.446786,-80.015761,65500,"Grass",1371,10
"1981","reg","ARI","WAS",13,2016,31,23,"ARI",TRUE,FALSE,"NFC","NFC West","NFC","NFC East",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,33.5277,-112.262608,63400,"Grass",1152,8
"1982","reg","LAC","TB",13,2016,21,28,"TB",FALSE,TRUE,"AFC","AFC West","NFC","NFC South",FALSE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,7
"1983","reg","SEA","CAR",13,2016,40,7,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"16","12","04",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,33
"1984","reg","NYJ","IND",13,2016,10,41,"IND",FALSE,TRUE,"AFC","AFC East","AFC","AFC South",TRUE,FALSE,"16","12","05",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,31
"1985","reg","KC","OAK",14,2016,21,13,"KC",TRUE,FALSE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"16","12","08",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,8
"1986","reg","BUF","PIT",14,2016,20,27,"PIT",FALSE,TRUE,"AFC","AFC East","AFC","AFC North",TRUE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,7
"1987","reg","TEN","DEN",14,2016,13,10,"TEN",TRUE,FALSE,"AFC","AFC South","AFC","AFC West",TRUE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,36.166461,-86.771289,69143,"Grass",597,3
"1988","reg","PHI","WAS",14,2016,22,27,"WAS",FALSE,TRUE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,5
"1989","reg","MIA","ARI",14,2016,26,23,"MIA",TRUE,FALSE,"AFC","AFC East","NFC","NFC West",FALSE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,25.957919,-80.238842,65326,"Grass",7,3
"1990","reg","JAX","MIN",14,2016,16,25,"MIN",FALSE,TRUE,"AFC","AFC South","NFC","NFC North",FALSE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,30.323925,-81.637356,67264,"Grass",16,9
"1991","reg","IND","HOU",14,2016,17,22,"HOU",FALSE,TRUE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,39.760056,-86.163806,63000,"Turf",715,5
"1992","reg","CAR","LAC",14,2016,28,16,"CAR",TRUE,FALSE,"NFC","NFC South","AFC","AFC West",FALSE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,35.225808,-80.852861,73778,"Grass",761,12
"1993","reg","CLE","CIN",14,2016,10,23,"CIN",FALSE,TRUE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,13
"1994","reg","DET","CHI",14,2016,20,17,"DET",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,42.340156,-83.045808,65000,"Turf",656,3
"1995","reg","SF","NYJ",14,2016,17,23,"NYJ",FALSE,TRUE,"NFC","NFC West","AFC","AFC East",FALSE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,37.713486,-122.386256,68500,"Grass",52,6
"1996","reg","TB","NO",14,2016,16,11,"TB",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,5
"1997","reg","LA","ATL",14,2016,14,42,"ATL",FALSE,TRUE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,38.632975,-90.188547,77500,"Grass",285,28
"1998","reg","GB","SEA",14,2016,38,10,"GB",TRUE,FALSE,"NFC","NFC North","NFC","NFC West",TRUE,FALSE,"16","12","11",NA,NA,NA,NA,NA,NA,44.501306,-88.062167,80735,"Grass",581,28
"1999","reg","NYG","DAL",14,2016,10,7,"NYG",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","12","11",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,3
"2000","reg","NE","BAL",14,2016,30,23,"NE",TRUE,FALSE,"AFC","AFC East","AFC","AFC North",TRUE,FALSE,"16","12","12",NA,NA,NA,NA,NA,NA,42.090925,-71.26435,68756,"Turf",289,7
"2001","reg","SEA","LA",15,2016,24,3,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"16","12","15",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,21
"2002","reg","NYJ","MIA",15,2016,13,34,"MIA",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"16","12","17",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,21
"2003","reg","CHI","GB",15,2016,27,30,"GB",FALSE,TRUE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"16","12","18",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,3
"2004","reg","BUF","CLE",15,2016,33,13,"BUF",TRUE,FALSE,"AFC","AFC East","AFC","AFC North",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,20
"2005","reg","BAL","PHI",15,2016,27,26,"BAL",TRUE,FALSE,"AFC","AFC North","NFC","NFC East",FALSE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,1
"2006","reg","KC","TEN",15,2016,17,19,"TEN",FALSE,TRUE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,2
"2007","reg","CIN","PIT",15,2016,20,24,"PIT",FALSE,TRUE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"16","12","18",NA,NA,NA,NA,NA,NA,39.095442,-84.516039,65515,"Turf",482,4
"2008","reg","NYG","DET",15,2016,17,6,"NYG",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,11
"2009","reg","MIN","IND",15,2016,6,34,"IND",FALSE,TRUE,"NFC","NFC North","AFC","AFC South",FALSE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,44.973881,-93.258094,66200,"Turf",830,28
"2010","reg","HOU","JAX",15,2016,21,20,"HOU",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"16","12","18",NA,NA,NA,NA,NA,NA,29.684781,-95.410956,71500,"Grass",105,1
"2011","reg","ARI","NO",15,2016,41,48,"NO",FALSE,TRUE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,33.5277,-112.262608,63400,"Grass",1152,7
"2012","reg","ATL","SF",15,2016,41,13,"ATL",TRUE,FALSE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,33.757614,-84.400972,71000,"Turf",1050,28
"2013","reg","LAC","OAK",15,2016,16,19,"OAK",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"16","12","18",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,3
"2014","reg","DEN","NE",15,2016,3,16,"NE",FALSE,TRUE,"AFC","AFC West","AFC","AFC East",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,13
"2015","reg","DAL","TB",15,2016,26,20,"DAL",TRUE,FALSE,"NFC","NFC East","NFC","NFC South",TRUE,FALSE,"16","12","18",NA,NA,NA,NA,NA,NA,32.747778,-97.092778,80000,"Turf",604,6
"2016","reg","WAS","CAR",15,2016,15,26,"CAR",FALSE,TRUE,"NFC","NFC East","NFC","NFC South",TRUE,FALSE,"16","12","19",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,11
"2017","reg","PHI","NYG",16,2016,24,19,"PHI",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"16","12","22",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,5
"2018","reg","BUF","MIA",16,2016,31,34,"MIA",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"16","12","24",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,3
