"","week","season","Home_Team","Away_Team","Home_EPA_rank","Away_EPA_rank","Proj_Winner","rank_diff"
"1",20,2020,"GB","TB",1,8,"GB",7
"2",20,2020,"KC","BUF",3,2,"BUF",1
