"","week","season","Home_Team","Away_Team","Home_EPA_rank","Away_EPA_rank","Proj_Winner","rank_diff"
"1",18,2020,"BUF","IND",2,10,"BUF",8
"2",18,2020,"SEA","LA",11,4,"LA",7
"3",18,2020,"WAS","TB",19,8,"TB",11
"4",18,2020,"TEN","BAL",12,7,"BAL",5
"5",18,2020,"NO","CHI",6,22,"NO",16
"6",18,2020,"PIT","CLE",5,9,"PIT",4
