"","week","season","Home_Team","Away_Team","Home_EPA_rank","Away_EPA_rank","Proj_Winner","rank_diff"
"1",19,2020,"GB","LA",1,4,"GB",3
"2",19,2020,"BUF","BAL",2,7,"BUF",5
"3",19,2020,"KC","CLE",3,9,"KC",6
"4",19,2020,"NO","TB",6,8,"NO",2
